mes_hecho,fecha_hecho,delito,categoria_delito,latitud,longitud,delito_encoded,categoria_delito_encoded,time_seconds,time_zones,cluster_label
3,2083,"ALLANAMIENTO DE MORADA, DESPACHO, OFICINA O ESTABLECIMIENTO MERCANTIL",DELITO DE BAJO IMPACTO,19.429890191298,-99.0530629501575,6,0,9600.0,3,-1
3,2083,ROBO A CASA HABITACION SIN VIOLENCIA,DELITO DE BAJO IMPACTO,19.3349244377977,-99.1342990098861,118,0,5400.0,3,-1
3,2083,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,19.4065391132019,-99.1276819996685,174,0,9000.0,3,-1
3,2083,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,ROBO DE VEHÃCULO CON Y SIN VIOLENCIA,19.2795826125947,-99.2177733799449,197,12,7200.0,3,-1
3,2083,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÃA PÃBLICA CON Y SIN VIOLENCIA,19.2883955207997,-99.0539091804056,168,10,12600.0,3,-1
3,2083,AMENAZAS,DELITO DE BAJO IMPACTO,19.2910119631857,-99.0527705802999,7,0,14400.0,3,-1
3,2083,ROBO A CASA HABITACION SIN VIOLENCIA,DELITO DE BAJO IMPACTO,19.2969902478449,-99.1685977600453,118,0,4200.0,3,-1
2,2079,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,19.4376263520126,-99.1488084204701,135,8,12600.0,3,-1
3,2083,DAÃO EN PROPIEDAD AJENA INTENCIONAL A CASA HABITACION,DELITO DE BAJO IMPACTO,19.2025678194322,-99.0964195102433,29,0,5400.0,3,-1
2,2080,ROBO A TRANSEUNTE A BORDO DE TAXI PUBLICO Y PRIVADO SIN VIOLENCIA,DELITO DE BAJO IMPACTO,19.4449340623432,-99.1562361302745,159,0,14400.0,3,-1
9,1335,FRAUDE,DELITO DE BAJO IMPACTO,19.4380133387353,-99.2201149501815,62,0,6660.0,3,-1
3,2083,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,19.4787519097559,-99.0963806201037,174,0,15120.0,3,-1
3,2083,DAÃO EN PROPIEDAD AJENA INTENCIONAL A BIENES INMUEBLES,DELITO DE BAJO IMPACTO,19.3910826569362,-99.0907440898605,28,0,9000.0,3,-1
3,2083,DAÃO EN PROPIEDAD AJENA INTENCIONAL A BIENES INMUEBLES,DELITO DE BAJO IMPACTO,19.3862543294823,-99.1220723196248,28,0,4500.0,3,-1
3,1718,AMENAZAS,DELITO DE BAJO IMPACTO,19.2229747341758,-98.9611047501405,7,0,7200.0,3,-1
2,2080,USURPACIÃN DE IDENTIDAD,DELITO DE BAJO IMPACTO,19.4354830593507,-99.1826801596812,225,0,3600.0,3,-1
2,2081,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,19.4021460161566,-99.2004999497244,187,0,4320.0,3,-1
3,2084,LESIONES INTENCIONALES POR ARMA BLANCA,DELITO DE BAJO IMPACTO,19.4500237481859,-99.1094763299067,90,0,3300.0,3,-1
3,2084,ROBO DE MOTOCICLETA SIN VIOLENCIA,ROBO DE VEHÃCULO CON Y SIN VIOLENCIA,19.3837356327034,-99.0261825196487,186,12,8160.0,3,-1
3,2084,AMENAZAS,DELITO DE BAJO IMPACTO,19.3316010523193,-99.158522800312,7,0,1800.0,3,-1
