mes_hecho,fecha_hecho,delito,categoria_delito,latitud,longitud,delito_encoded,categoria_delito_encoded,time_seconds,time_zones,cluster_label
2,2082,ROBO DE DOCUMENTOS,DELITO DE BAJO IMPACTO,19.4419678856775,-99.1820155102485,180,0,61200.0,0,-1
2,2082,ROBO A CASA HABITACION SIN VIOLENCIA,DELITO DE BAJO IMPACTO,19.4677024078844,-99.1806730603567,118,0,54000.0,0,-1
2,2080,LESIONES INTENCIONALES POR GOLPES,DELITO DE BAJO IMPACTO,19.4438136094356,-99.1340113401499,92,0,54000.0,0,-1
2,2082,AMENAZAS,DELITO DE BAJO IMPACTO,19.3310001878949,-99.1734525604637,7,0,50400.0,0,-1
9,2029,AMENAZAS,DELITO DE BAJO IMPACTO,19.2806105131039,-99.1825881600248,7,0,61200.0,0,-1
3,1369,LESIONES INTENCIONALES POR ARMA BLANCA,DELITO DE BAJO IMPACTO,19.3799833424157,-99.1079174700493,90,0,49800.0,0,-1
3,2083,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,19.2253351559146,-99.2116445297422,187,0,49200.0,0,-1
3,2083,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,19.3331901103036,-99.0008530803933,94,0,54900.0,0,-1
3,2083,ROBO DE VEHICULO DE PEDALES,DELITO DE BAJO IMPACTO,19.3221105981567,-99.1066113704141,191,0,57120.0,0,-1
3,2083,"NARCOMENUDEO POSESIÃN CON FINES DE VENTA, COMERCIO Y SUMINISTRO",DELITO DE BAJO IMPACTO,19.4291629691093,-99.1428378202793,95,0,57600.0,0,-1
3,2083,LESIONES INTENCIONALES POR GOLPES,DELITO DE BAJO IMPACTO,19.4481113740535,-99.1542117296248,92,0,57000.0,0,-1
3,2083,LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION,DELITO DE BAJO IMPACTO,19.3803315565104,-99.2133433698022,87,0,58200.0,0,-1
3,2083,AMENAZAS,DELITO DE BAJO IMPACTO,19.3511070394443,-99.1484054196695,7,0,57600.0,0,-1
